rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
[4.   4.   2.24],12600,4897,4906,2797,5,2,2,1,14,13,17,0.001031746031746032,0.0013492063492063493,1
[4 4 4],14362,4793,4771,4798,5,2,1,2,13,13,21,0.0009051664113633197,0.0014621918952792091,3
[0.59 0.59 0.59],2115,683,729,703,3,1,1,1,8,6,6,0.0028368794326241137,0.0028368794326241137,0
[0.59 0.59 2.24],3993,691,692,2610,4,1,2,1,11,7,10,0.001753067868770348,0.0025043826696719263,0
[0.59 0.59 4.  ],6197,685,777,4735,5,1,1,3,12,11,13,0.0017750524447313215,0.002097789252864289,2
[0.59 2.24 0.59],4048,695,2643,710,3,1,1,1,8,7,7,0.0017292490118577075,0.0017292490118577075,2
[0.59 2.24 2.24],6118,716,2693,2709,3,1,1,1,8,8,8,0.0013076168682576005,0.0013076168682576005,1
[0.59 2.24 4.  ],8297,694,2660,4943,5,1,1,3,12,11,13,0.0013257804025551404,0.0015668313848378932,2
[0.59 4.   0.59],6222,705,4827,690,3,1,1,1,8,7,7,0.0011250401800064287,0.0011250401800064287,2
[0.59 4.   2.24],8254,710,4852,2692,3,1,1,1,8,7,10,0.000848073661255149,0.00121153380179307,2
[0.59 4.   4.  ],10390,713,4787,4890,4,1,1,2,10,9,16,0.0008662175168431184,0.0015399422521655435,2
[2.24 0.59 0.59],4223,2806,706,711,3,1,1,1,8,7,7,0.0016575893914278948,0.0016575893914278948,2
[2.24 0.59 2.24],6173,2784,693,2696,3,1,1,1,8,7,10,0.001133970516766564,0.0016199578810950914,1
[2.24 0.59 4.  ],8165,2692,718,4755,4,1,1,2,10,9,10,0.0011022657685241886,0.0012247397428046538,2
[2.24 2.24 0.59],6076,2727,2659,690,3,1,1,1,8,8,8,0.0013166556945358788,0.0013166556945358788,3
[2.24 2.24 2.24],7966,2674,2651,2641,3,1,1,1,8,8,9,0.0010042681395932712,0.0011298016570424304,3
[2.24 2.24 4.  ],10155,2659,2632,4864,6,2,1,3,15,15,19,0.0014771048744460858,0.0018709995076317085,3
[2.24 4.   0.59],8190,2642,4808,740,5,2,2,1,14,11,17,0.0013431013431013429,0.002075702075702076,2
[2.24 4.   2.24],10054,2636,4698,2720,5,2,1,2,13,11,12,0.0010940919037199122,0.0011935548040580865,2
[2.24 4.   4.  ],12172,2655,4758,4759,5,2,1,2,13,11,16,0.0009037134406835359,0.0013144922773578706,2
[4.   0.59 0.59],6175,4779,686,710,4,2,1,1,11,8,12,0.0012955465587044534,0.0019433198380566805,0
[4.   0.59 2.24],8163,4690,715,2758,4,2,1,1,11,11,13,0.001347543795173343,0.0015925517579321328,3
[4.   0.59 4.  ],10321,4790,695,4836,6,2,1,3,15,15,20,0.0014533475438426508,0.0019377967251235344,3
[4.   2.24 0.59],8302,4860,2725,717,5,3,1,1,14,14,18,0.0016863406408094436,0.0021681522524692846,3
[4.   2.24 2.24],10255,4853,2731,2671,5,3,1,1,14,12,16,0.0011701608971233545,0.0015602145294978061,2
[4.   2.24 4.  ],12342,4764,2662,4916,6,2,1,3,15,15,20,0.0012153621779290226,0.001620482903905364,3
[4.   4.   0.59],10339,4812,4774,753,5,3,1,1,14,14,21,0.0013540961408259984,0.002031144211238998,3
[4.   4.   2.24],12420,4837,4769,2814,7,4,1,2,19,16,22,0.001288244766505636,0.0017713365539452496,2
[4 4 4],14154,4618,4757,4779,6,3,1,2,16,16,24,0.0011304224954076585,0.0016956337431114881,3
[0.59 0.59 0.59],2089,690,718,681,4,1,2,1,11,7,7,0.003350885591191958,0.003350885591191958,0
[0.59 0.59 2.24],4135,723,720,2692,3,1,1,1,8,7,8,0.0016928657799274484,0.001934703748488513,2
[0.59 0.59 4.  ],6156,702,688,4766,4,1,1,2,10,9,10,0.0014619883040935672,0.0016244314489928526,2
[0.59 2.24 0.59],4042,646,2683,713,3,1,1,1,8,6,7,0.001484413656605641,0.0017318159327065806,0
[0.59 2.24 2.24],6165,731,2759,2675,3,1,1,1,8,7,7,0.0011354420113544204,0.0011354420113544204,2
[0.59 2.24 4.  ],8025,707,2661,4657,4,1,1,2,10,9,10,0.0011214953271028037,0.0012461059190031153,2
[0.59 4.   0.59],6225,691,4809,725,5,1,2,2,13,9,16,0.0014457831325301205,0.002570281124497992,0
[0.59 4.   2.24],8380,769,4830,2781,3,1,1,1,8,7,7,0.0008353221957040572,0.0008353221957040572,2
[0.59 4.   4.  ],10507,726,4852,4929,5,1,1,3,12,11,14,0.0010469211002189015,0.0013324450366422385,2
[2.24 0.59 0.59],4064,2648,725,691,3,1,1,1,8,8,8,0.001968503937007874,0.001968503937007874,3
[2.24 0.59 2.24],5989,2646,688,2655,4,2,1,1,11,10,12,0.0016697278343629988,0.0020036734012355987,2
[2.24 0.59 4.  ],8233,2655,740,4838,6,2,1,3,15,13,18,0.0015790112960038867,0.0021863233329284587,2
[2.24 2.24 0.59],5971,2569,2729,673,3,1,1,1,8,7,8,0.0011723329425556855,0.001339809077206498,1
[2.24 2.24 2.24],7923,2665,2589,2669,3,1,1,1,8,8,8,0.0010097185409567084,0.0010097185409567084,3
[2.24 2.24 4.  ],10114,2711,2705,4698,4,1,1,2,10,10,12,0.0009887284951552305,0.0011864741941862765,3
[2.24 4.   0.59],8355,2798,4823,734,3,1,1,1,8,8,10,0.0009575104727707961,0.0011968880909634947,1
[2.24 4.   2.24],10347,2687,4884,2776,3,1,1,1,8,8,12,0.0007731709674301731,0.0011597564511452597,3
[2.24 4.   4.  ],12221,2687,4719,4815,5,1,1,3,12,12,14,0.0009819163734555273,0.001145569102364782,3
[4.   0.59 0.59],6179,4792,687,700,4,2,1,1,11,10,13,0.0016183848519177864,0.002103900307493122,1
[4.   0.59 2.24],8390,4902,727,2761,4,2,1,1,11,11,13,0.0013110846245530394,0.0015494636471990466,3
[4.   0.59 4.  ],10216,4704,672,4840,5,2,1,2,13,13,16,0.0012725137039937351,0.0015661707126076742,3
[4.   2.24 0.59],8188,4798,2627,763,4,2,1,1,11,9,14,0.0010991695163654128,0.001709819247679531,2
[4.   2.24 2.24],10127,4773,2738,2616,5,2,1,2,13,13,17,0.0012836970474967909,0.0016786807544188801,3
[4.   2.24 4.  ],12354,4873,2666,4815,6,2,1,3,15,15,19,0.0012141816415735796,0.0015379634126598673,3
[4.   4.   0.59],10103,4760,4673,670,4,2,1,1,11,11,18,0.0010887855092546767,0.0017816490151440164,3
[4.   4.   2.24],12440,4855,4862,2723,5,3,1,1,14,14,20,0.00112540192926045,0.001607717041800643,3
[4 4 4],14332,4901,4696,4735,7,2,3,2,19,17,21,0.0011861568518001676,0.001465252581635501,1
[0.59 0.59 0.59],2079,714,682,683,3,1,1,1,8,6,6,0.002886002886002886,0.002886002886002886,0
[0.59 0.59 2.24],4132,714,728,2690,3,1,1,1,8,7,8,0.0016940948693126815,0.0019361084220716359,1
[0.59 0.59 4.  ],6221,691,708,4822,5,1,1,3,12,11,13,0.00176820446873493,0.0020896961903230987,2
[0.59 2.24 0.59],4231,750,2753,728,3,1,1,1,8,7,7,0.0016544552115339162,0.0016544552115339162,2
[0.59 2.24 2.24],5955,682,2710,2563,3,1,1,1,8,7,7,0.0011754827875734676,0.0011754827875734676,2
[0.59 2.24 4.  ],8213,763,2658,4792,4,1,1,2,10,9,11,0.0010958236941434312,0.0013393400706197493,2
[0.59 4.   0.59],6159,685,4730,744,3,1,1,1,8,7,7,0.0011365481409319695,0.0011365481409319695,2
[0.59 4.   2.24],8200,739,4822,2639,3,1,1,1,8,8,8,0.000975609756097561,0.000975609756097561,3
[0.59 4.   4.  ],10194,688,4787,4719,5,1,1,3,12,12,19,0.0011771630370806356,0.0018638414753776728,3
[2.24 0.59 0.59],4164,2691,728,745,3,1,1,1,8,6,8,0.001440922190201729,0.0019212295869356388,0
[2.24 0.59 2.24],6016,2656,721,2639,5,3,1,1,14,11,11,0.001828457446808511,0.001828457446808511,2
[2.24 0.59 4.  ],8216,2668,705,4843,4,1,1,2,10,9,11,0.0010954235637779944,0.0013388510223953259,2
[2.24 2.24 0.59],6167,2720,2709,738,3,1,1,1,8,8,8,0.0012972271769093565,0.0012972271769093565,3
[2.24 2.24 2.24],7954,2687,2646,2621,4,1,1,2,10,10,11,0.001257229067136032,0.0013829519738496356,3
[2.24 2.24 4.  ],10080,2684,2718,4678,5,2,1,2,13,13,16,0.0012896825396825394,0.0015873015873015873,3
[2.24 4.   0.59],8207,2789,4682,736,3,1,1,1,8,8,15,0.0009747776288534178,0.0018277080541001585,3
[2.24 4.   2.24],9957,2569,4791,2597,3,1,1,1,8,8,14,0.0008034548558802853,0.0014060459977904992,1
[2.24 4.   4.  ],12240,2719,4738,4783,4,1,1,2,10,10,12,0.0008169934640522876,0.0009803921568627449,3
[4.   0.59 0.59],6238,4875,698,665,3,1,1,1,8,6,7,0.0009618467457518436,0.0011221545367104842,0
[4.   0.59 2.24],8112,4732,678,2702,5,2,2,1,14,12,15,0.0014792899408284025,0.0018491124260355026,1
[4.   0.59 4.  ],10347,4826,735,4786,6,3,1,2,16,16,21,0.0015463419348603462,0.002029573789504204,3
[4.   2.24 0.59],8248,4807,2688,753,5,3,1,1,14,14,18,0.0016973811833171678,0.002182347235693501,3
[4.   2.24 2.24],10123,4662,2770,2691,5,3,1,1,14,11,15,0.0010866343969179095,0.0014817741776153315,2
[4.   2.24 4.  ],12184,4804,2639,4741,6,3,1,2,16,16,21,0.0013131976362442547,0.0017235718975705846,3
[4.   4.   0.59],10210,4758,4748,704,4,2,1,1,11,11,15,0.0010773751224289912,0.0014691478942213516,3
[4.   4.   2.24],12336,4853,4827,2656,5,3,1,1,14,14,19,0.0011348897535667965,0.001540207522697795,3
[4 4 4],14414,4833,4739,4842,6,3,1,2,16,16,22,0.0011100319134175107,0.0015262938809490773,3
[0.59 0.59 0.59],2111,665,720,726,3,1,1,1,8,6,6,0.002842254855518712,0.002842254855518712,0
[0.59 0.59 2.24],4154,714,746,2694,3,1,1,1,8,7,8,0.001685122773230621,0.0019258545979778526,2
[0.59 0.59 4.  ],6259,695,725,4839,3,1,0,2,7,7,8,0.0011183895190925068,0.0012781594503914362,2
[0.59 2.24 0.59],4103,675,2753,675,3,1,1,1,8,7,7,0.0017060687301974165,0.0017060687301974165,2
[0.59 2.24 2.24],6173,691,2674,2808,4,1,1,2,10,9,10,0.0014579620929855825,0.0016199578810950914,2
[0.59 2.24 4.  ],8187,727,2690,4770,4,1,1,2,10,9,10,0.0010993037742762918,0.0012214486380847686,2
[0.59 4.   0.59],6277,718,4804,755,3,1,1,1,8,7,7,0.0011151824119802452,0.0011151824119802452,2
[0.59 4.   2.24],8407,764,4938,2705,4,1,1,2,10,10,12,0.0011894849530153446,0.0014273819436184134,3
[0.59 4.   4.  ],10197,733,4696,4768,4,1,1,2,10,9,16,0.0008826125330979699,0.0015690889477297245,2
[2.24 0.59 0.59],4120,2723,701,696,3,1,1,1,8,7,7,0.0016990291262135922,0.0016990291262135922,1
[2.24 0.59 2.24],6006,2662,735,2609,3,1,0,2,7,7,8,0.0011655011655011655,0.001332001332001332,2
[2.24 0.59 4.  ],8167,2698,717,4752,5,1,1,3,12,12,14,0.0014693277825394884,0.0017142157462960695,3
[2.24 2.24 0.59],6091,2743,2637,711,3,1,1,1,8,7,8,0.0011492365785585287,0.0013134132326383188,2
[2.24 2.24 2.24],8019,2600,2685,2734,3,1,1,1,8,7,12,0.0008729267988527247,0.0014964459408903852,1
[2.24 2.24 4.  ],10216,2711,2639,4866,4,1,1,2,10,10,11,0.0009788566953797962,0.001076742364917776,3
[2.24 4.   0.59],8183,2718,4810,655,5,1,2,2,13,11,18,0.0013442502749602837,0.0021996822681168275,1
[2.24 4.   2.24],10272,2765,4802,2705,5,1,2,2,13,11,19,0.0010708722741433019,0.0018496884735202488,1
[2.24 4.   4.  ],12310,2778,4705,4827,5,1,1,3,12,12,15,0.0009748172217709179,0.0012185215272136475,3
[4.   0.59 0.59],6243,4848,682,713,4,2,1,1,11,10,12,0.0016017940092904052,0.0019221528111484864,1
[4.   0.59 2.24],8124,4730,715,2679,4,2,1,1,11,11,13,0.0013540128015755786,0.001600196947316593,3
[4.   0.59 4.  ],10335,4835,711,4789,6,3,1,2,16,16,22,0.001548137397194001,0.0021286889211417515,3
[4.   2.24 0.59],8121,4688,2713,720,4,2,1,1,11,10,14,0.0012313754463735994,0.0017239256249230392,2
[4.   2.24 2.24],10048,4702,2674,2672,4,2,1,1,11,11,13,0.0010947452229299363,0.0012937898089171974,3
[4.   2.24 4.  ],12323,4806,2784,4733,7,3,1,3,18,16,20,0.0012983851334902215,0.0016229814168627768,2
[4.   4.   0.59],10316,4822,4811,683,6,4,1,1,17,13,17,0.001260178363706863,0.0016479255525397444,2
[4.   4.   2.24],12290,4880,4740,2670,4,2,1,1,11,11,14,0.0008950366151342555,0.0011391375101708705,3
[4 4 4],14318,4766,4694,4858,6,2,2,2,16,16,27,0.0011174745076127954,0.0018857382315965922,3
[0.59 0.59 0.59],2042,681,685,676,3,1,1,1,8,6,6,0.002938295788442703,0.002938295788442703,0
[0.59 0.59 2.24],4075,702,702,2671,3,1,1,1,8,7,7,0.0017177914110429447,0.0017177914110429447,2
[0.59 0.59 4.  ],6273,690,704,4879,4,1,1,2,10,9,10,0.0014347202295552368,0.0015941335883947075,2
[0.59 2.24 0.59],4187,725,2741,721,3,1,1,1,8,7,7,0.0016718414139001673,0.0016718414139001673,2
[0.59 2.24 2.24],5948,710,2599,2639,3,1,1,1,8,7,7,0.0011768661735036988,0.0011768661735036988,2
[0.59 2.24 4.  ],8267,757,2668,4842,3,1,0,2,7,7,10,0.000846740050804403,0.00120962864400629,1
[0.59 4.   0.59],6156,718,4769,669,3,1,1,1,8,7,10,0.0011371020142949967,0.0016244314489928526,2
[0.59 4.   2.24],8117,715,4704,2698,2,1,1,0,6,6,6,0.0007391893556732782,0.0007391893556732782,1
[0.59 4.   4.  ],10219,691,4795,4733,4,1,1,2,10,9,12,0.0008807123984734318,0.001174283197964576,1
[2.24 0.59 0.59],4144,2714,712,718,3,1,1,1,8,7,7,0.0016891891891891893,0.0016891891891891893,1
[2.24 0.59 2.24],6075,2731,677,2667,3,1,1,1,8,8,8,0.0013168724279835392,0.0013168724279835392,3
[2.24 0.59 4.  ],8435,2820,722,4893,5,2,1,2,13,13,17,0.0015411973918197984,0.002015411973918198,3
[2.24 2.24 0.59],6249,2768,2732,749,3,1,1,1,8,8,9,0.0012802048327732437,0.0014402304368698992,3
[2.24 2.24 2.24],8086,2634,2732,2720,5,2,1,2,13,11,13,0.0013603759584466981,0.001607717041800643,2
[2.24 2.24 4.  ],10153,2753,2659,4741,4,1,1,2,10,10,12,0.0009849305623953512,0.0011819166748744214,3
[2.24 4.   0.59],8102,2677,4745,680,6,3,1,2,16,12,13,0.0014811157738829918,0.0016045420883732413,0
[2.24 4.   2.24],10104,2663,4771,2670,4,1,2,1,11,9,14,0.0008907363420427555,0.0013855898653998414,0
[2.24 4.   4.  ],12398,2734,4826,4838,5,1,2,2,13,13,21,0.001048556218744959,0.001693821584126472,3
[4.   0.59 0.59],6267,4807,757,703,3,1,1,1,8,7,9,0.0011169618637306526,0.0014360938247965536,2
[4.   0.59 2.24],8227,4865,698,2664,4,2,1,1,11,9,14,0.0010939589157651637,0.0017017138689680322,2
[4.   0.59 4.  ],10286,4802,736,4748,8,4,1,3,21,17,23,0.001652731868559207,0.002236048998638927,2
[4.   2.24 0.59],8100,4693,2701,706,4,2,1,1,11,11,13,0.0013580246913580244,0.0016049382716049382,3
[4.   2.24 2.24],10191,4857,2665,2669,5,3,1,1,14,10,14,0.0009812579727210284,0.0013737611618094398,0
[4.   2.24 4.  ],12323,4853,2686,4784,6,3,1,2,16,16,21,0.0012983851334902215,0.0017041304877059155,3
[4.   4.   0.59],10020,4727,4600,693,4,1,1,2,10,8,12,0.0007984031936127744,0.0011976047904191614,0
[4.   4.   2.24],12240,4800,4804,2636,5,2,1,2,13,13,18,0.0010620915032679738,0.0014705882352941176,3
[4 4 4],14381,4843,4907,4631,6,3,1,2,16,14,22,0.0009735067102426815,0.001529796258952785,2
[0.59 0.59 0.59],2132,683,700,749,3,1,1,1,8,6,6,0.0028142589118198874,0.0028142589118198874,0
[0.59 0.59 2.24],4115,689,737,2689,3,1,1,1,8,6,7,0.0014580801944106927,0.001701093560145808,0
[0.59 0.59 4.  ],6197,721,691,4785,4,1,1,2,10,9,10,0.001452315636598354,0.0016136840406648376,2
[0.59 2.24 0.59],4151,734,2683,734,3,1,1,1,8,7,7,0.0016863406408094436,0.0016863406408094436,2
[0.59 2.24 2.24],6186,670,2780,2736,3,1,1,1,8,7,7,0.0011315874555447784,0.0011315874555447784,2
[0.59 2.24 4.  ],8114,698,2676,4740,4,1,1,2,10,9,10,0.001109193985703722,0.0012324377618930244,2
[0.59 4.   0.59],6174,692,4774,708,3,1,1,1,8,8,13,0.0012957563977972141,0.002105604146420473,3
[0.59 4.   2.24],8127,708,4829,2590,3,1,1,1,8,7,8,0.0008613264427217916,0.0009843730773963332,2
[0.59 4.   4.  ],10414,682,4850,4882,4,1,1,2,10,9,11,0.0008642212406376032,0.0010562704052237374,2
[2.24 0.59 0.59],4129,2687,728,714,2,1,0,1,5,5,5,0.001210946960523129,0.001210946960523129,1
[2.24 0.59 2.24],6104,2729,710,2665,3,1,1,1,8,8,8,0.001310615989515072,0.001310615989515072,3
[2.24 0.59 4.  ],8187,2692,722,4773,4,1,1,2,10,10,11,0.0012214486380847686,0.0013435935018932454,3
[2.24 2.24 0.59],6011,2655,2680,676,3,1,1,1,8,8,8,0.0013308933621693562,0.0013308933621693562,3
[2.24 2.24 2.24],7983,2664,2721,2598,5,3,1,1,14,11,12,0.001377928097206564,0.001503194287861706,2
[2.24 2.24 4.  ],10136,2606,2778,4752,5,2,1,2,13,11,13,0.0010852407261247039,0.001282557221783741,2
[2.24 4.   0.59],7889,2588,4598,703,5,3,1,1,14,10,12,0.0012675877804537966,0.0015211053365445555,0
[2.24 4.   2.24],10199,2668,4850,2681,4,2,1,1,11,11,15,0.0010785371114815179,0.0014707324247475242,3
[2.24 4.   4.  ],12478,2744,4818,4916,6,1,2,3,15,15,24,0.0012021157236736654,0.0019233851578778648,3
[4.   0.59 0.59],6160,4770,708,682,4,2,1,1,11,9,13,0.0014610389610389609,0.0021103896103896107,0
[4.   0.59 2.24],8150,4752,715,2683,4,2,1,1,11,11,14,0.0013496932515337425,0.0017177914110429447,3
[4.   0.59 4.  ],10432,4911,711,4810,6,2,1,3,15,15,19,0.001437883435582822,0.0018213190184049079,3
[4.   2.24 0.59],8186,4825,2643,718,5,3,1,1,14,10,11,0.001221597849987784,0.0013437576349865626,0
[4.   2.24 2.24],10102,4721,2698,2683,4,2,1,1,11,11,13,0.001088893288457731,0.0012868738863591367,3
[4.   2.24 4.  ],12407,4839,2755,4813,6,2,1,3,15,14,20,0.0011283952607399046,0.0016119932296284356,2
[4.   4.   0.59],10402,4776,4887,739,4,2,1,1,11,11,19,0.0010574889444337626,0.001826571813112863,3
[4.   4.   2.24],12438,4917,4844,2677,4,2,1,1,11,11,14,0.0008843865573243287,0.0011255828911400547,3
[4 4 4],14341,4807,4820,4714,7,3,1,3,18,18,24,0.0012551425981451782,0.0016735234641935706,3
[0.59 0.59 0.59],2143,727,725,691,2,1,0,1,5,5,5,0.002333177788147457,0.002333177788147457,2
[0.59 0.59 2.24],4237,756,754,2727,4,1,1,2,10,9,10,0.0021241444418220443,0.002360160490913382,2
[0.59 0.59 4.  ],6259,761,674,4824,5,1,1,3,12,11,13,0.0017574692442882249,0.002077009106886084,2
[0.59 0.59 6.79],9567,688,692,8187,6,1,1,4,14,13,17,0.0013588376711612836,0.0017769415699801399,2
[0.59 0.59 7.11],9938,726,706,8506,6,1,1,4,14,13,16,0.0013081102837593074,0.0016099818877037633,2
[0.59 0.59 8.09],11189,679,736,9774,7,1,1,5,16,15,19,0.0013406023773348825,0.0016980963446241845,2
[0.59 0.59 8.92],12236,738,731,10767,7,1,1,5,16,15,19,0.0012258908139915006,0.0015527950310559005,2
[0.59 2.24 0.59],4146,714,2756,676,3,1,1,1,8,6,6,0.0014471780028943561,0.0014471780028943561,0
[0.59 2.24 2.24],6273,728,2826,2719,3,1,1,1,8,7,9,0.0011158935118762952,0.0014347202295552368,1
[0.59 2.24 4.  ],8241,723,2685,4833,5,1,1,3,12,11,13,0.001334789467297658,0.0015774784613517775,2
[0.59 2.24 6.79],11608,709,2706,8193,5,1,1,3,12,11,14,0.0009476223294279806,0.001206064782908339,2
[0.59 2.24 7.11],12072,730,2719,8623,6,1,1,4,14,13,16,0.0010768721007289597,0.0013253810470510274,2
[0.59 2.24 8.09],13057,698,2657,9702,7,1,1,5,16,15,19,0.0011488090679329095,0.0014551581527150188,2
[0.59 2.24 8.92],14157,780,2720,10657,7,1,1,5,16,15,19,0.0010595465140919686,0.0013420922511831602,2
[0.59 4.   0.59],6298,722,4812,764,3,1,1,1,8,8,11,0.0012702445220704984,0.0017465862178469356,1
[0.59 4.   2.24],8123,695,4876,2552,3,1,1,1,8,7,8,0.0008617505847593254,0.0009848578111535148,1
[0.59 4.   4.  ],10127,711,4722,4694,4,1,1,2,10,9,12,0.0008887133405747012,0.0011849511207662686,2
[0.59 4.   6.79],13619,737,4720,8162,5,1,1,3,12,11,13,0.0008076951318011601,0.0009545487921286438,2
[0.59 4.   7.11],13807,691,4836,8280,7,1,2,4,17,15,26,0.0010864054465126382,0.0018831027739552397,2
[0.59 4.   8.09],15416,744,4793,9879,7,1,1,5,16,15,25,0.0009730150492994293,0.001621691748832382,2
[0.59 4.   8.92],16320,717,4789,10814,10,2,2,6,24,21,33,0.001286764705882353,0.002022058823529412,2
[0.59 6.79 0.59],9714,733,8265,716,4,1,2,1,11,11,20,0.0011323862466543133,0.002058884084826024,3
[0.59 6.79 2.24],11622,675,8330,2617,5,2,2,1,14,9,17,0.0007743933918430562,0.0014627430734813285,0
[0.59 6.79 4.  ],13671,700,8205,4766,6,2,2,2,16,13,21,0.0009509180016092461,0.001536098310291859,2
[0.59 6.79 6.79],17072,754,8101,8217,8,2,2,4,20,17,27,0.0009957825679475165,0.0015815370196813495,2
[0.59 6.79 7.11],17144,742,8020,8382,8,2,2,4,20,17,27,0.0009916005599626694,0.001574895006999533,2
[0.59 6.79 8.09],18519,669,8095,9755,7,1,1,5,16,16,26,0.0008639775365840487,0.0014039634969490796,3
[0.59 6.79 8.92],19413,673,8108,10632,8,1,2,5,19,19,30,0.0009787255962499354,0.0015453562046051615,3
[0.59 7.11 0.59],9929,681,8530,718,5,2,2,1,14,11,18,0.0011078658475173733,0.001812871386846611,2
[0.59 7.11 2.24],11951,691,8522,2738,5,1,2,2,13,12,17,0.0010041000753075056,0.001422475106685633,1
[0.59 7.11 4.  ],13983,698,8553,4732,6,2,2,2,16,13,22,0.0009297003504255168,0.001573339054566259,2
[0.59 7.11 6.79],17451,776,8484,8191,7,1,3,3,18,16,31,0.0009168529024124693,0.001776402498424159,1
[0.59 7.11 7.11],17799,737,8553,8509,8,1,2,5,19,17,29,0.0009551098376313276,0.0016293050171357942,2
[0.59 7.11 8.09],18960,693,8569,9698,7,1,2,4,17,17,31,0.0008966244725738398,0.0016350210970464134,3
[0.59 7.11 8.92],20041,690,8633,10718,8,1,2,5,19,19,30,0.0009480564842073748,0.00149693129085375,3
[0.59 8.09 0.59],11012,702,9561,749,4,1,2,1,11,11,20,0.0009989102796948784,0.0018162005085361427,3
[0.59 8.09 2.24],13091,682,9729,2680,5,2,2,1,14,11,18,0.0008402719425559545,0.0013749904514551985,2
[0.59 8.09 4.  ],15206,666,9718,4822,7,1,3,3,18,15,30,0.0009864527160331447,0.001972905432066289,2
[0.59 8.09 6.79],18650,721,9754,8175,6,1,2,3,15,15,26,0.0008042895442359249,0.0013941018766756032,3
[0.59 8.09 7.11],19118,718,9676,8724,8,1,2,5,19,19,34,0.0009938278062558844,0.0017784287059315828,3
[0.59 8.09 8.09],20054,709,9583,9762,7,1,2,4,17,17,31,0.0008477111798145009,0.0015458262690735015,3
[0.59 8.09 8.92],20975,704,9571,10700,8,1,2,5,19,19,34,0.0009058402860548274,0.001620977353992849,3
[0.59 8.92 0.59],12019,673,10653,693,4,1,2,1,11,9,17,0.000748814377236043,0.0014144271570014145,2
[0.59 8.92 2.24],13949,697,10581,2671,5,1,3,1,14,12,19,0.0008602767223456878,0.0013621048103806726,1
[0.59 8.92 4.  ],16347,711,10760,4876,9,1,5,3,24,21,32,0.001284639383373096,0.0019575457270447176,1
[0.59 8.92 6.79],19413,690,10573,8150,7,1,2,4,17,17,30,0.0008757018492762581,0.0015453562046051615,3
[0.59 8.92 7.11],19863,724,10561,8578,7,1,3,3,18,15,28,0.0007551729346020237,0.0014096561445904445,1
[0.59 8.92 8.09],21182,703,10806,9673,9,2,3,4,23,19,37,0.0008969880086866207,0.0017467661221792089,2
[0.59 8.92 8.92],21780,634,10592,10554,8,1,2,5,19,19,35,0.0008723599632690543,0.0016069788797061526,3
[2.24 0.59 0.59],4054,2654,676,724,4,1,2,1,11,7,7,0.001726689689195856,0.001726689689195856,0
[2.24 0.59 2.24],6031,2703,683,2645,3,1,1,1,8,8,8,0.001326479854087216,0.001326479854087216,3
[2.24 0.59 4.  ],8311,2677,708,4926,5,1,1,3,12,12,14,0.0014438695704488027,0.0016845144988569367,3
[2.24 0.59 6.79],11732,2725,724,8283,6,1,1,4,14,14,17,0.0011933174224343676,0.0014490282986703035,3
[2.24 0.59 7.11],11920,2708,710,8502,7,1,1,5,16,16,20,0.0013422818791946306,0.0016778523489932886,3
[2.24 0.59 8.09],13066,2674,699,9693,6,1,1,4,14,14,18,0.0010714832389407624,0.0013776213072095515,3
[2.24 0.59 8.92],14103,2649,701,10753,8,2,1,5,19,17,23,0.001205417287102035,0.0016308586825498118,2
[2.24 2.24 0.59],5958,2612,2685,661,3,1,1,1,8,7,9,0.0011748909029875795,0.0015105740181268882,2
[2.24 2.24 2.24],8186,2724,2740,2722,4,1,1,2,10,10,11,0.001221597849987784,0.0013437576349865626,3
[2.24 2.24 4.  ],10058,2667,2594,4797,5,2,1,2,13,11,15,0.0010936567906144363,0.0014913501690196858,2
[2.24 2.24 6.79],13412,2656,2592,8164,7,2,1,4,17,15,21,0.0011184014315538324,0.0015657620041753654,2
[2.24 2.24 7.11],14057,2790,2682,8585,6,1,1,4,14,14,18,0.0009959450807426906,0.0012805008180977447,3
[2.24 2.24 8.09],14953,2697,2686,9570,7,1,1,5,16,15,19,0.0010031431819701733,0.0012706480304955528,2
[2.24 2.24 8.92],16147,2822,2727,10598,8,2,1,5,19,17,24,0.0010528271505542825,0.0014863442125472226,2
[2.24 4.   0.59],8294,2745,4828,721,3,1,1,1,8,8,8,0.0009645526886906198,0.0009645526886906198,3
[2.24 4.   2.24],10326,2701,4958,2667,3,1,1,1,8,8,10,0.0007747433662599264,0.000968429207824908,3
[2.24 4.   4.  ],12250,2732,4682,4836,5,1,1,3,12,12,18,0.0009795918367346938,0.0014693877551020407,3
[2.24 4.   6.79],15722,2733,4791,8198,5,1,1,3,12,12,21,0.0007632616715430606,0.0013357079252003562,3
[2.24 4.   7.11],16061,2780,4807,8474,6,1,1,4,14,14,18,0.0008716767324575057,0.0011207272274453646,3
[2.24 4.   8.09],17294,2781,4829,9684,6,1,1,4,14,13,18,0.0007517057939169656,0.0010408234069619524,2
[2.24 4.   8.92],18046,2664,4756,10626,8,1,1,6,18,18,25,0.0009974509586611992,0.00138534855369611,3
[2.24 6.79 0.59],11578,2699,8150,729,4,1,2,1,11,11,19,0.0009500777336327518,0.0016410433580929347,3
